,Year,Drink Window,Description,Province,Type,Name of Wine,Points,Price
17400,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Fort Ross 2007 Fort Ross Vineyard Reserve Pinot Noir (Sonoma Coast),94,$49.00
17401,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Loring Wine Company 2007 Russell Family Vineyard Pinot Noir (Paso Robles),84,$50.00
17402,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Testarossa 2007 Niclaire Pinot Noir (California),94,$75.00
17403,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Thomas George 2007 Allen Vineyard Pinot Noir (Russian River Valley),86,$55.00
17404,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,A.P. Vin 2007 Keefer Ranch Vineyard Pinot Noir (Russian River Valley),86,$48.00
17405,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Etude 2007 Deer Camp Pinot Noir (Carneros),95,$60.00
17406,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Gary Farrell 2007 Rochioli Vineyard Pinot Noir (Russian River Valley),93,$65.00
17407,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Breggo 2007 Savoy Vineyard Pinot Noir (Anderson Valley),90,$55.00
17408,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Merry Edwards 2007 Olivet Lane Pinot Noir (Russian River Valley),93,$60.00
17409,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Zepaltas 2007 La Cruz Vineyard Pinot Noir (Sonoma Coast),87,$48.00
17410,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Goldeneye 2007 Ten Degrees Pinot Noir (Anderson Valley),98,$100.00
17411,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Lost Canyon 2007 Widdoes Vineyard Pinot Noir (Russian River Valley),95,$42.00
17412,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Alma Rosa 2007 El Jabalí Vineyard - Mt. Eden Clone Pinot Noir (Sta. Rita Hills),92,$49.00
17413,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Paul Dolan 2007 Pinot Noir (Mendocino County),87,$30.00
17414,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Saudade 2007 Split Rock Vineyard Pinot Noir (Sonoma Coast),90,$43.00
17415,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Marimar Estate 2007 Cristina Don Miguel Vineyard Pinot Noir (Russian River Valley),95,$49.00
17416,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Brogan 2007 Morning Dew Ranch Pinot Noir (Anderson Valley),93,$50.00
17417,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,WesMar 2007 Oehlman Vineyard Pinot Noir (Russian River Valley),90,$37.00
17418,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Indigené 2007 Pinot Noir (Santa Maria Valley),84,$31.00
17419,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Harmonique 2007 The Noble One Pinot Noir (Anderson Valley),86,$39.00
17420,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Alma Rosa 2007 La Encantada Vineyard - Clone 667 Pinot Noir (Sta. Rita Hills),87,$49.00
17421,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Adrian Fog 2007 Numbers Pinot Noir (Sonoma Coast),83,$75.00
17422,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Stephen Ross 2007 Pinot Noir (Edna Valley),85,$30.00
17423,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,La Rochelle 2007 Pinot Noir (Santa Cruz Mountains),86,$38.00
17424,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Kirkland Signature 2007 Pinot Noir (Santa Barbara County),84,$14.00
17425,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Calcareous 2007 Pinot Noir (York Mountain),86,$32.00
17426,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Thorne 2007 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),93,$36.00
17427,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Freestone 2007 Pinot Noir (Sonoma Coast),91,$55.00
17428,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Hanzell 2007 Pinot Noir (Sonoma Valley),91,$95.00
17429,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Dutton-Goldfield 2007 Dutton Ranch-Freestone Hill Vineyard Pinot Noir (Russian River Valley),91,$58.00
17430,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Kenwood 2007 Pinot Noir Rosé Pinot Noir (Russian River Valley),87,$13.00
17431,2007.0,Drink,"Excellent year; ideal warm, early season, with ripe, complex wines",California,Pinot Noir,Dutton Estate 2007 Dutton Ranch Manzana Vineyard Pinot Noir (Russian River Valley),93,$45.00
17880,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Barnett 2006 Savoy Vineyard Pinot Noir (Anderson Valley),93,$52.00
17881,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Harrington 2006 Brosseau Vineyard Pinot Noir (Chalone),92,$50.00
17882,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,San Saba 2006 San Saba Vineyard Pinot Noir (Monterey),90,$28.00
17883,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Paraiso Vineyards 2006 West Terrace Pinot Noir (Santa Lucia Highlands),87,$40.00
17884,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Black Ridge 2006 Pinot Noir (Santa Cruz Mountains),91,$39.00
17885,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Angeline 2006 Pinot Noir (Russian River Valley),84,$14.00
17886,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Coup de Foudre 2006 Pinot Noir (Sta. Rita Hills),94,$95.00
17887,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Napoma 2006 Leras Vineyard Pinot Noir (Russian River Valley),87,$37.00
17888,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Brewer-Clifton 2006 Mount Carmel Pinot Noir (Sta. Rita Hills),91,$76.00
17889,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Lost Canyon 2006 Las Brisas Vineyard Pinot Noir (Carneros),91,$42.00
17890,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Merryvale 2006 Pinot Noir (Carneros),86,$35.00
17891,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Pisoni 2006 Estate Pinot Noir (Santa Lucia Highlands),94,$60.00
17892,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Greenwood Ridge 2006 Pinot Noir (Mendocino Ridge),87,$27.00
17893,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Clos du Val 2006 Pinot Noir (Napa Valley),87,$30.00
17894,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Clos du Bois 2006 Sonoma Reserve Pinot Noir (Sonoma Coast),87,$25.00
17895,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Hug 2006 Casa Torres Vineyard Pinot Noir (Santa Maria Valley),87,$40.00
17896,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Williams Selyem 2006 Flax Vineyard Pinot Noir (Russian River Valley),92,$54.00
17897,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Bargetto 2006 Pinot Noir (Santa Cruz Mountains),85,$24.00
17898,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,X 2006 Truchard Vineyard Pinot Noir (Carneros),93,$25.00
17899,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Hitching Post 2006 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),94,$42.00
17900,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Vision Cellars 2006 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),91,$48.00
17901,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Pali 2006 Cargasacchi Jalama Vineyard Pinot Noir (Santa Barbara County),88,$48.00
17902,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Mayro-Murdick 2006 Pinot Noir (Carneros),87,$36.00
17903,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,MacMurray Ranch 2006 Pinot Noir (Russian River Valley),87,$37.00
17904,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Talley 2006 Stone Corral Pinot Noir (Edna Valley),89,$50.00
17905,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Sebastiani 2006 Pinot Noir (Sonoma Coast),87,$18.00
17906,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Beaulieu Vineyard 2006 Reserve Pinot Noir (Carneros),90,$35.00
17907,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Laetitia 2006 Les Galets Pinot Noir (Arroyo Grande Valley),94,$60.00
17908,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Loring Wine Company 2006 Durell Vineyard Pinot Noir (Sonoma Coast),85,$50.00
17909,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Esser Cellars 2006 Pinot Noir (California),82,$16.00
17910,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Mossback 2006 Pinot Noir (Russian River Valley),88,$25.00
17911,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Taft Street 2006 Pinot Noir (Sonoma Coast),86,$20.00
17912,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Casa Torres 2006 Pinot Noir (Santa Barbara County),86,$38.00
17913,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,MooBuzz 2006 Pinot Noir (Sonoma Coast),85,$25.00
17914,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,De Loach 2006 Maboroshi Vineyard Pinot Noir (Russian River Valley),86,$42.00
17915,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Marimar Estate 2006 Earthquake Block Don Miguel Vineyard Pinot Noir (Russian River Valley),88,$55.00
17916,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Testarossa 2006 Fritschen Vineyard Pinot Noir (Russian River Valley),93,$54.00
17917,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Loring Wine Company 2006 Rancho Ontiveros Vineyard Pinot Noir (Santa Maria Valley),92,$50.00
17918,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Sterling 2006 Vintner's Reserve Pinot Noir (Central Coast),83,$13.00
17919,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Bernardus 2006 Tondre Pinot Noir (Santa Lucia Highlands),85,$50.00
17920,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Bonaccorsi 2006 Pinot Noir (Sta. Rita Hills),87,$55.00
17921,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Molnar Family 2006 Poseidon's Vineyard Pinot Noir (Carneros),91,$30.00
17922,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,John Tyler 2006 Bacigalupi Vineyards Pinot Noir (Russian River Valley),85,$42.00
17923,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Byron 2006 Nielson Vineyard Pinot Noir (Santa Maria Valley),92,$28.00
17924,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Cumbre of Vine Hill 2006 Raffaelli Vineyard Pinot Noir (Santa Cruz Mountains),93,$59.00
17925,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Testarossa 2006 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),92,$59.00
17926,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Merry Edwards 2006 Pinot Noir (Russian River Valley),86,$42.00
17927,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Flying Goat Cellars 2006 2A Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),86,$40.00
17928,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Twin Oaks 2006 Amber Ridge Vineyard Pinot Noir (Russian River Valley),87,$42.00
17929,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,MacPhail 2006 Pinot Noir (Sonoma Coast),87,$45.00
17930,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Williams Selyem 2006 Hirsch Vineyard Pinot Noir (Sonoma Coast),93,$72.00
17931,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Savannah-Chanelle 2006 Gunsalus Vineyard Pinot Noir (Russian River Valley),86,$50.00
17932,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Testarossa 2006 Cuvée Niclaire Pinot Noir (California),96,$75.00
17933,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Buena Vista 2006 Pinot Noir (Carneros),88,$25.00
17934,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Castle 2006 Pinot Noir (Carneros),84,$26.00
17935,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,C&T; 2006 Patio Pinot Noir (Napa-Sonoma),85,$22.00
17936,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,C. Donatiello 2006 Pinot Noir (Russian River Valley),86,$48.00
17937,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Standish 2006 Philo Rosé Pinot Noir (Anderson Valley),87,$22.00
17938,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Kenwood 2006 Pinot Noir (Russian River Valley),86,$18.00
17939,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Mahoney 2006 Las Brisas Vineyard Pinot Noir (Carneros),90,$36.00
17940,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Merry Edwards 2006 Pinot Noir (Sonoma Coast),91,$36.00
17941,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Bonaccorsi 2006 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),94,$60.00
17942,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Freeman 2006 Pinot Noir (Russian River Valley),91,$44.00
17943,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Sanford 2006 Pinot Noir (Sta. Rita Hills),84,$34.00
17944,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Bianchi 2006 Garey Vineyard Signature Selection Pinot Noir (Santa Maria Valley),86,$30.00
17945,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Sea Smoke 2006 Botella Pinot Noir (Sta. Rita Hills),87,$40.00
17946,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Lookout Ridge 2006 Greg La Follette Van de Kamp Vineyard Pinot Noir (Sonoma Mountain),94,$100.00
17947,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Loring Wine Company 2006 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),88,$50.00
17948,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Red Truck 2006 Pinot Noir (California),81,$12.00
17949,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Williams Selyem 2006 Allen Vineyard Pinot Noir (Russian River Valley),93,$78.00
17950,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Migration 2006 Vin Gris of Pinot Noir (Anderson Valley),90,$20.00
17951,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Roessler 2006 Widdoes Pinot Noir (Russian River Valley),87,$48.00
17952,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Alma Rosa 2006 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),89,$49.00
17953,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Talley 2006 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),88,$70.00
17954,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Brogan 2006 Michaela's Reserve Pinot Noir (Sonoma Coast),94,$110.00
17955,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Halleck 2006 Hallberg Vineyard Pinot Noir (Russian River Valley),90,$55.00
17956,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Babcock 2006 Ocean's Ghost Pinot Noir (Sta. Rita Hills),92,$55.00
17957,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Stephen's 2006 Stromsoe Vineyard Pinot Noir (San Luis Obispo County),87,$30.00
17958,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Roessler 2006 Hein Family Vineyard Pinot Noir (Anderson Valley),90,$46.00
17959,2006.0,Drink,A cool year with a large crop; uneven ripening and some diluted wines,California,Pinot Noir,Riverbench 2006 Pinot Noir (Santa Maria Valley),89,$36.00
18520,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Steele 2005 Bien Nacido Vineyard Block N Pinot Noir (Santa Barbara County),90,$35.00
18521,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Jayson 2005 Pinot Noir (Sonoma Coast),92,$65.00
18522,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Castle 2005 Sangiacomo Vineyards Pinot Noir (Carneros),87,$32.00
18523,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Arista 2005 Ferrington Vineyard Pinot Noir (Anderson Valley),97,$54.00
18524,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Gloria Ferrer 2005 Pinot Noir (Carneros),89,$28.00
18525,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Flocchini 2005 Andrea La Rue Pinot Noir (Sonoma Coast),87,$53.00
18526,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Gary Farrell 2005 Allen Vineyard Hillside Blocks Pinot Noir (Russian River Valley),94,$65.00
18527,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Ojai 2005 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),93,$45.00
18528,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Ancien 2005 Pinot Noir (Russian River Valley),84,$42.00
18529,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Davis Family 2005 Pinot Noir (Russian River Valley),87,$40.00
18530,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Gary Farrell 2005 Russian River Selection Pinot Noir (Russian River Valley),91,$42.00
18531,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Kendric 2005 Pinot Noir (Marin County),88,$30.00
18532,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,La Rochelle 2005 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),90,$38.00
18533,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Fenestra 2005 Pinot Noir (Livermore Valley),87,$24.00
18534,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Cuvaison 2005 Block F5 Pinot Noir (Carneros),92,$45.00
18535,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Calera 2005 Ryan Vineyard Pinot Noir (Mount Harlan),86,$40.00
18536,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Ojai 2005 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),96,$56.00
18537,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Standish 2005 Mayflower Pinot Noir (Anderson Valley),95,$80.00
18538,2005.0,Drink,"Sleek, balanced and elegant; ripe at lower alcohol levels",California,Pinot Noir,Miner 2005 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),87,$60.00
18672,2004.0,Drink,"Excellent year; warm, early year, with ripe, concentrated, deeply flavored wines",California,Pinot Noir,Clos du Val 2004 Reserve Pinot Noir (Carneros),87,$46.00
18673,2004.0,Drink,"Excellent year; warm, early year, with ripe, concentrated, deeply flavored wines",California,Pinot Noir,Talisman 2004 Thorn Ridge Vineyard Pinot Noir (Sonoma Coast),88,$46.00
18688,2002.0,Drink,"Very good; dark, complex wines that have aged well",California,Pinot Noir,Russian Hill 2002 Estate Pinot Noir (Russian River Valley),87,$33.00
18696,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Roar 2001 Pinot Noir (Santa Lucia Highlands),90,$31.00
18697,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Wolff 2001 Dijon Clones Selection Pinot Noir (Edna Valley),87,$25.00
18698,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Testarossa 2001 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),88,$50.00
18699,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Cuvaison 2001 Pinot Noir (Carneros),89,$29.00
18700,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,MacMurray Ranch 2001 Pinot Noir (Sonoma Coast),83,$15.00
18701,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Longoria 2001 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),85,$36.00
18702,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Merry Edwards 2001 Klopp Ranch Pinot Noir (Russian River Valley),92,$48.00
18703,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Martin Family Vineyards 2001 Pinot Noir (Russian River Valley),83,$35.00
18704,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Cenay 2001 Rodgers Vineyard Pinot Noir (Napa Valley),84,$26.00
18705,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Testarossa 2001 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),86,$50.00
18706,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Kenwood 2001 Pinot Noir (Russian River Valley),85,$17.00
18707,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Anapamu 2001 Pinot Noir (Monterey County),86,$16.00
18708,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Ramspeck 2001 Pinot Noir (North Coast),82,$18.00
18709,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Testarossa 2001 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),89,$50.00
18710,2001.0,Drink,"A solid year with elegant, delicate, concentrated wines",California,Pinot Noir,Kendall-Jackson 2001 Vintner's Reserve Pinot Noir (California),85,$14.00
18816,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Bouchaine 2000 Pinot Noir (Carneros),84,$18.00
18817,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Williams Selyem 2000 Pinot Noir (Central Coast),91,$27.00
18818,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Signorello 2000 Las Amigas Vineyard Pinot Noir (Carneros),89,$32.00
18819,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Cambria 2000 Julia's Pinot Noir (Santa Maria Valley),87,$22.00
18820,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Monthaven 2000 Pinot Noir (California),84,$10.00
18821,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Morgan 2000 Double L Vineyard Pinot Noir (Santa Lucia Highlands),92,$42.00
18822,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Dunnewood 2000 Pinot Noir (Mendocino County),82,$9.00
18823,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Sebastopol 2000 Dutton Ranch Morelli Lane Vineyard Pinot Noir (Green Valley),90,$46.00
18824,2000.0,Drink,"Lean, crisp wines of good quality, with few stars",California,Pinot Noir,Charles Krug 2000 Pinot Noir (Carneros),85,$19.00
18888,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,McIlroy 1999 Aquarius Ranch Pinot Noir (Russian River Valley),86,$24.00
18889,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Laetitia 1999 Pinot Noir (Santa Barbara County),91,$25.00
18890,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),88,$25.00
18891,1999.0,Drink,"Sonoma and Monterey set the pace in a cooler year,with ripe, fleshy wines",California,Pinot Noir,Domaine Danica 1999 Pinot Noir (Carneros),85,$32.00
